n_CF,n_CT,n_TC,n_BW,n_DC,n_SC,n_NC,n_paragraphs,paragraph_0p,paragraph_25p,paragraph_75p,paragraph_100p,filename
0,0,2,13,1,30,39,84,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,ngxs@store.xlsx
1,0,1,1,1,6,16,25,No categories identified.,No categories identified.,No categories identified.,No categories identified.,nhaarman@ListViewAnimations.xlsx
6,0,0,5,6,28,23,67,No categories identified.,No categories identified.,SC - Submit the changes,No categories identified.,nhibernate@nhibernate-core.xlsx
4,4,1,5,1,16,28,58,No categories identified.,No categories identified.,SC - Submit the changes,No categories identified.,nhn@tui.calendar.xlsx
4,4,1,5,1,17,28,59,No categories identified.,No categories identified.,SC - Submit the changes,No categories identified.,nhn@tui.editor.xlsx
4,4,1,5,1,18,28,60,No categories identified.,No categories identified.,SC - Submit the changes,No categories identified.,nhn@tui.grid.xlsx
1,0,0,0,4,1,5,10,No categories identified.,DC - Deal with the code,No categories identified.,No categories identified.,nickgravelyn@UnityToolbag.xlsx
2,0,0,5,1,10,19,36,No categories identified.,No categories identified.,SC - Submit the changes,No categories identified.,nicoespeon@gitgraph.js.xlsx
2,0,0,5,1,10,29,46,No categories identified.,No categories identified.,BW - Build local workspace,SC - Submit the changes,nicolargo@glances.xlsx
2,0,0,0,3,9,19,32,No categories identified.,No categories identified.,CF - Contribution flow,SC - Submit the changes,nightwatchjs@nightwatch.xlsx
0,0,0,9,3,17,19,47,No categories identified.,BW - Build local workspace,DC - Deal with the code,BW - Build local workspace,nikersify@pico.xlsx
2,0,0,0,7,13,15,36,No categories identified.,No categories identified.,No categories identified.,DC - Deal with the code,nlohmann@json.xlsx
1,0,0,1,3,7,12,23,No categories identified.,DC - Deal with the code,No categories identified.,DC - Deal with the code,nmap@nmap.xlsx
0,0,0,0,4,5,4,12,No categories identified.,DC - Deal with the code,No categories identified.,No categories identified.,nmathewson@libevent_obsolete.xlsx
3,0,0,3,8,30,42,85,No categories identified.,SC - Submit the changes,BW - Build local workspace,No categories identified.,nock@nock.xlsx
4,0,0,10,0,11,8,32,No categories identified.,BW - Build local workspace,BW - Build local workspace,No categories identified.,nodatime@nodatime.xlsx
1,1,0,13,9,14,19,56,No categories identified.,BW - Build local workspace,SC - Submit the changes,BW - Build local workspace,node-gh@gh.xlsx
1,0,0,3,0,0,12,15,No categories identified.,No categories identified.,BW - Build local workspace,No categories identified.,node-inspector@node-inspector.xlsx
0,0,0,1,0,6,4,10,SC - Submit the changes,BW - Build local workspace,No categories identified.,No categories identified.,node-opcua@node-opcua.xlsx
0,0,0,1,4,3,17,24,No categories identified.,No categories identified.,No categories identified.,DC - Deal with the code,node-red@node-red.xlsx
0,0,0,0,0,3,6,8,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,nodejs@node-gyp.xlsx
0,0,2,1,0,6,18,26,No categories identified.,No categories identified.,No categories identified.,SC - Submit the changes,nodejs@node.xlsx
1,1,1,0,0,3,20,25,No categories identified.,CT - Choose a task,No categories identified.,No categories identified.,nodemailer@nodemailer.xlsx
4,0,0,8,4,30,26,71,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,nodemcu@nodemcu-firmware.xlsx
0,0,0,2,2,5,3,11,BW - Build local workspace,No categories identified.,BW - Build local workspace,SC - Submit the changes,nodenv@nodenv.xlsx
5,0,0,2,7,24,19,56,No categories identified.,DC - Deal with the code,SC - Submit the changes,No categories identified.,nojhan@liquidprompt.xlsx
5,1,0,0,2,11,6,24,No categories identified.,CF - Contribution flow,SC - Submit the changes,DC - Deal with the code,nolimits4web@swiper.xlsx
1,1,0,0,0,1,4,6,No categories identified.,No categories identified.,No categories identified.,No categories identified.,nopSolutions@nopCommerce.xlsx
2,0,2,0,1,0,12,16,No categories identified.,No categories identified.,TC - Talk to the community,No categories identified.,notable@notable.xlsx
2,0,0,0,48,12,58,119,No categories identified.,SC - Submit the changes,SC - Submit the changes,DC - Deal with the code,notepad-plus-plus@notepad-plus-plus.xlsx
0,0,0,0,3,2,12,16,No categories identified.,No categories identified.,No categories identified.,No categories identified.,nothings@stb.xlsx
0,0,1,0,2,2,10,14,No categories identified.,No categories identified.,DC - Deal with the code,SC - Submit the changes,nrk@predis.xlsx
1,0,1,22,5,39,34,101,No categories identified.,SC - Submit the changes,No categories identified.,SC - Submit the changes,nrwl@nx.xlsx
1,0,0,16,3,34,22,75,No categories identified.,No categories identified.,SC - Submit the changes,No categories identified.,nteract@nteract.xlsx
1,0,0,0,1,8,9,18,No categories identified.,SC - Submit the changes,SC - Submit the changes,No categories identified.,ntop@nDPI.xlsx
2,0,0,0,1,0,4,6,No categories identified.,DC - Deal with the code,No categories identified.,No categories identified.,numba@numba.xlsx
3,0,1,1,3,5,29,41,No categories identified.,No categories identified.,DC - Deal with the code,No categories identified.,numenta@nupic.xlsx
2,0,0,1,1,3,6,12,No categories identified.,No categories identified.,DC - Deal with the code,SC - Submit the changes,numpy@numpy.xlsx
0,0,0,0,2,3,5,9,No categories identified.,DC - Deal with the code,No categories identified.,DC - Deal with the code,nunomaduro@collision.xlsx
1,0,0,1,2,14,6,23,No categories identified.,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,nunomaduro@larastan.xlsx
0,0,0,0,2,3,5,9,No categories identified.,DC - Deal with the code,No categories identified.,DC - Deal with the code,nunomaduro@phpinsights.xlsx
2,0,0,6,32,21,57,117,No categories identified.,No categories identified.,DC - Deal with the code,BW - Build local workspace,nuwave@lighthouse.xlsx
3,0,0,3,3,4,12,24,No categories identified.,No categories identified.,CF - Contribution flow,BW - Build local workspace,nvbn@thefuck.xlsx
0,0,0,0,3,4,20,26,No categories identified.,No categories identified.,SC - Submit the changes,DC - Deal with the code,nvdv@vprof.xlsx
0,0,0,0,3,4,6,12,No categories identified.,No categories identified.,DC - Deal with the code,No categories identified.,nvm-sh@nvm.xlsx
3,0,1,1,3,7,3,17,No categories identified.,SC - Submit the changes,DC - Deal with the code,SC - Submit the changes,nytimes@Store.xlsx
2,0,4,0,2,2,13,22,No categories identified.,CF - Contribution flow,No categories identified.,TC - Talk to the community,oatpp@oatpp.xlsx
3,0,0,1,1,5,2,11,SC - Submit the changes,CF - Contribution flow,SC - Submit the changes,CF - Contribution flow,oauth-xx@oauth2.xlsx
2,0,1,0,2,9,8,21,No categories identified.,SC - Submit the changes,CF - Contribution flow,No categories identified.,oblac@jodd.xlsx
3,0,0,5,0,2,6,15,No categories identified.,No categories identified.,BW - Build local workspace,CF - Contribution flow,oblador@react-native-vector-icons.xlsx
0,0,0,0,2,2,1,4,No categories identified.,DC - Deal with the code,SC - Submit the changes,SC - Submit the changes,octalmage@robotjs.xlsx
6,0,0,4,7,20,41,77,No categories identified.,CF - Contribution flow,SC - Submit the changes,SC - Submit the changes,octobercms@october.xlsx
6,14,0,3,1,5,24,52,No categories identified.,SC - Submit the changes,CT - Choose a task,No categories identified.,octobox@octobox.xlsx
4,0,0,0,4,5,2,14,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,DC - Deal with the code,octokit@octokit.rb.xlsx
0,0,0,0,0,1,7,7,No categories identified.,No categories identified.,No categories identified.,No categories identified.,odoo@odoo.xlsx
1,0,0,0,15,6,20,41,No categories identified.,No categories identified.,DC - Deal with the code,DC - Deal with the code,oh-my-fish@oh-my-fish.xlsx
4,0,0,1,2,6,17,29,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,ohld@igbot.xlsx
8,0,0,0,1,11,31,50,No categories identified.,No categories identified.,CF - Contribution flow,CF - Contribution flow,ohmybash@oh-my-bash.xlsx
8,0,0,0,1,11,32,51,No categories identified.,CF - Contribution flow,CF - Contribution flow,CF - Contribution flow,ohmyzsh@ohmyzsh.xlsx
5,0,1,8,1,10,14,38,No categories identified.,No categories identified.,SC - Submit the changes,CF - Contribution flow,okfn-brasil@serenata-de-amor.xlsx
0,0,2,0,6,0,7,14,No categories identified.,DC - Deal with the code,No categories identified.,No categories identified.,olive-editor@olive.xlsx
5,0,0,5,0,12,11,32,No categories identified.,CF - Contribution flow,SC - Submit the changes,No categories identified.,oliver-moran@jimp.xlsx
1,0,0,0,2,6,3,11,No categories identified.,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,olivernn@lunr.js.xlsx
1,0,0,11,5,26,10,52,No categories identified.,BW - Build local workspace,BW - Build local workspace,SC - Submit the changes,onderceylan@pwa-asset-generator.xlsx
3,1,0,0,21,8,7,39,No categories identified.,SC - Submit the changes,DC - Deal with the code,No categories identified.,oneapi-src@oneDNN.xlsx
1,1,2,0,0,10,37,50,No categories identified.,No categories identified.,SC - Submit the changes,No categories identified.,onivim@oni.xlsx
0,0,0,0,5,2,6,12,No categories identified.,SC - Submit the changes,No categories identified.,No categories identified.,onqtam@doctest.xlsx
0,0,0,1,5,5,8,18,No categories identified.,No categories identified.,No categories identified.,No categories identified.,opal@opal.xlsx
3,0,2,0,14,12,30,60,No categories identified.,DC - Deal with the code,No categories identified.,No categories identified.,open-guides@og-aws.xlsx
5,0,0,0,8,8,8,28,No categories identified.,CF - Contribution flow,SC - Submit the changes,DC - Deal with the code,open-mmlab@mmdetection.xlsx
4,0,2,0,9,9,14,37,CF - Contribution flow,No categories identified.,DC - Deal with the code,SC - Submit the changes,open-mpi@ompi.xlsx
0,0,0,8,18,12,21,58,No categories identified.,BW - Build local workspace,No categories identified.,DC - Deal with the code,open-source-parsers@jsoncpp.xlsx
1,0,1,0,6,60,17,84,No categories identified.,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,open62541@open62541.xlsx
1,0,0,0,3,6,8,17,No categories identified.,No categories identified.,CF - Contribution flow,No categories identified.,openMVG@openMVG.xlsx
1,0,0,0,0,2,6,8,No categories identified.,No categories identified.,No categories identified.,CF - Contribution flow,openai@gym.xlsx
0,1,0,0,3,3,13,19,No categories identified.,No categories identified.,DC - Deal with the code,DC - Deal with the code,openai@retro.xlsx
3,0,0,28,26,20,66,142,No categories identified.,BW - Build local workspace,No categories identified.,SC - Submit the changes,opencv@cvat.xlsx
3,0,0,10,13,41,39,105,No categories identified.,SC - Submit the changes,No categories identified.,No categories identified.,openemr@openemr.xlsx
3,0,0,0,15,5,8,30,CF - Contribution flow,No categories identified.,DC - Deal with the code,SC - Submit the changes,opengapps@opengapps.xlsx
1,0,0,0,1,5,5,11,No categories identified.,No categories identified.,No categories identified.,DC - Deal with the code,openimages@dataset.xlsx
1,0,1,0,3,25,9,38,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,openlayers@openlayers.xlsx
3,0,0,0,1,23,27,53,No categories identified.,SC - Submit the changes,No categories identified.,No categories identified.,openservicebrokerapi@servicebroker.xlsx
3,0,9,1,9,21,45,87,No categories identified.,No categories identified.,No categories identified.,DC - Deal with the code,openshift@origin-server.xlsx
3,0,0,0,3,9,5,19,No categories identified.,SC - Submit the changes,SC - Submit the changes,DC - Deal with the code,openssl@openssl.xlsx
3,0,0,0,2,5,6,15,No categories identified.,CF - Contribution flow,SC - Submit the changes,SC - Submit the changes,openstf@minicap.xlsx
0,0,0,1,10,20,12,42,DC - Deal with the code,SC - Submit the changes,No categories identified.,SC - Submit the changes,openstreetmap@openstreetmap-website.xlsx
6,0,0,6,3,27,13,54,No categories identified.,No categories identified.,BW - Build local workspace,SC - Submit the changes,openthread@openthread.xlsx
8,0,0,2,16,40,43,108,No categories identified.,No categories identified.,DC - Deal with the code,No categories identified.,opentk@opentk.xlsx
6,0,0,5,2,8,10,30,No categories identified.,BW - Build local workspace,No categories identified.,No categories identified.,opentoonz@opentoonz.xlsx
1,0,0,0,0,2,4,6,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,opentrack@opentrack.xlsx
0,0,0,0,1,4,18,22,No categories identified.,SC - Submit the changes,No categories identified.,No categories identified.,openvenues@libpostal.xlsx
1,0,0,0,5,2,6,13,No categories identified.,CF - Contribution flow,DC - Deal with the code,No categories identified.,openvinotoolkit@openvino.xlsx
6,1,1,2,12,51,64,136,No categories identified.,TC - Talk to the community,SC - Submit the changes,SC - Submit the changes,openzfs@zfs.xlsx
3,0,3,3,2,21,22,53,CF - Contribution flow,DC - Deal with the code,SC - Submit the changes,SC - Submit the changes,opf@openproject.xlsx
0,0,0,1,1,3,27,31,No categories identified.,No categories identified.,No categories identified.,No categories identified.,opnsense@core.xlsx
2,1,0,3,6,27,44,82,No categories identified.,No categories identified.,No categories identified.,No categories identified.,optuna@optuna.xlsx
2,0,0,4,3,11,32,51,No categories identified.,CF - Contribution flow,BW - Build local workspace,SC - Submit the changes,oracle@docker-images.xlsx
0,0,0,0,0,0,3,2,No categories identified.,No categories identified.,No categories identified.,No categories identified.,oracle@graal.xlsx
0,0,0,0,1,3,3,6,No categories identified.,No categories identified.,SC - Submit the changes,SC - Submit the changes,oracle@opengrok.xlsx
0,1,1,2,2,5,6,16,No categories identified.,SC - Submit the changes,DC - Deal with the code,SC - Submit the changes,oracle@truffleruby.xlsx
1,0,0,0,1,10,5,16,No categories identified.,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,oracle@vagrant-projects.xlsx
3,0,0,0,2,1,6,11,No categories identified.,DC - Deal with the code,DC - Deal with the code,No categories identified.,orbitalindex@awesome-space.xlsx
0,0,0,0,1,12,3,15,No categories identified.,SC - Submit the changes,SC - Submit the changes,SC - Submit the changes,orchestral@testbench.xlsx
0,0,0,1,4,6,5,15,No categories identified.,DC - Deal with the code,No categories identified.,BW - Build local workspace,orientechnologies@orientdb.xlsx
